supplier_id,supplier_ref,supplier_name,address,contact_no,email,contact_person_name,contact_person_number,bf_balance,balance,status,created_at,created_user_id,updated_at,updated_user_id
248,182c9c53-6cd5-11ef-b06f-e67b749ae16a,New Western Traders(PVT)Ltd,23/2A  Athapaththu Mawatha Dehiwala,0773778872,,,,0.0,0.0,1,2024-09-07 10:23:16,5.0,2025-01-20 07:36:21,
249,9fcdbbce-70c9-11ef-b06f-e67b749ae16a,Marketing & Hardware,562 /M/1 Anuradhapura,0779126134,,,,0.0,0.0,1,2024-09-12 11:11:14,5.0,2024-09-26 08:26:35,
250,390db80d-71c1-11ef-b06f-e67b749ae16a,R.A.H Enterprises,No033.Ayesha Waththa yakalla ibbagamuwa,07115312213,,,,0.0,0.0,1,2024-09-13 16:43:37,5.0,2025-02-27 08:50:32,
251,a7c31f4f-7cb7-11ef-b06f-e67b749ae16a,Multi Steel Company,05 Abdul Jabbar Mawatha colombo,0114325556,,,,0.0,386000.0,1,2024-09-27 15:32:50,5.0,2025-03-19 06:08:03,
252,6feeb8e7-7fd0-11ef-b06f-e67b749ae16a,Puwakaramba Enterprises,No 5 Moratumulla South Moratuwa,0777693546,,,,0.0,0.0,1,2024-10-01 14:07:47,5.0,2024-10-01 08:50:31,
253,d733990f-8ae4-11ef-b06f-e67b749ae16a,Central H/W Apura,New Bus Stand Apura,00,,,,0.0,0.0,1,2024-10-15 16:31:33,5.0,2024-10-15 11:06:32,
254,2593f391-96bb-11ef-b06f-e67b749ae16a,Bright City,"mannar rod ,paddanichoor,vavniya",0761129398,,,,0.0,0.0,1,2024-10-30 18:03:20,5.0,2024-10-30 12:40:35,
255,dafd2c89-a19e-11ef-b06f-e67b749ae16a,Trust Marketing & Holding PVT LTD,No 96/3 Thinne Gedara Mawathupola Alawathugoda Kandy,0774191954,,,,0.0,168095.0,1,2024-11-13 14:38:32,5.0,2025-03-17 09:01:00,
256,821a1417-a7e3-11ef-b06f-e67b749ae16a,Wajitha Construction,Polonnaruwa North Central,0778991673,,,,0.0,1.0913936421275e-11,1,2024-11-21 14:05:05,5.0,2025-02-05 08:52:39,
257,7c8dd018-aa1f-11ef-b06f-e67b749ae16a,Brown & Company PLC,"No.481 ,T.B.Jaya Mawatha ,Colombo 10,",2663000,,,,0.0,35184.0,1,2024-11-24 10:19:28,5.0,2025-02-28 09:30:13,
258,45a374ca-ad83-11ef-b06f-e67b749ae16a,MPT Power Tools,No 420/01. Kehelwala Kiribathkubura,0743937847,,,,0.0,89600.0,1,2024-11-28 17:51:19,5.0,2025-02-03 07:17:16,
259,f6754cee-babb-11ef-893d-e67b749ae16a,M.H.M Import,No 262 Kottawatta Mawanella,0773682678,,,,0.0,36727.0,1,2024-12-15 13:39:52,5.0,2025-03-24 03:52:56,
260,de58e1d9-bdc2-11ef-893d-e67b749ae16a,S.V.Disributors,119/2 Messenger Street Colombo 12,0767442514,,,,0.0,0.0,1,2024-12-19 10:06:52,5.0,2025-03-10 11:52:31,
261,8d47c990-be9f-11ef-893d-e67b749ae16a,NEW Bright City,"Mannar Road, Paddanichoor, Vavuniya",0702397827 / 0761129,,Abdul Rahman,,0.0,0.0,1,2024-12-20 12:26:35,5.0,2024-12-20 06:57:31,
262,f258b2e7-c037-11ef-893d-e67b749ae16a,K.M.C Trading,"NO; 57/8 Gimpatha, mawatha.",0107,,,,0.0,0.0,1,2024-12-22 13:09:59,5.0,2025-01-20 05:23:59,
263,06df4f40-c43b-11ef-893d-e67b749ae16a,lolugaswewa gamini aiya,Lolugaswewa,0766259610,,,,0.0,0.0,1,2024-12-27 15:42:06,5.0,2024-12-30 07:17:14,
264,35b56610-c994-11ef-893d-e67b749ae16a,Green Electric,"No , 413, Havelock Road, Colombo 6, Sri lanka.",0773900190,,,,0.0,51900.0,1,2025-01-03 11:03:06,5.0,2025-02-28 07:36:11,
265,bb129200-de2e-11ef-893d-e67b749ae16a,Asian Paints -Causeway Paints Lanka (pvt) Ltd,"15, Noel Mendis Mw, Moderawila ,panadura .",038-2240040-5,,,,0.0,0.0,1,2025-01-29 16:19:36,5.0,2025-03-05 12:33:10,
266,de7c43e4-f1b5-11ef-893d-e67b749ae16a,K.B.G Hardware,KBG,0771596892,,,,0.0,0.0,1,2025-02-23 12:44:49,5.0,2025-03-12 11:40:36,5.0
267,a597080e-f428-11ef-893d-e67b749ae16a,RDA Medawachchiya,Medawachchiya,0714803364,,,,0.0,0.0,1,2025-02-26 15:31:28,5.0,2025-02-26 10:01:28,
268,8f4db5bd-ff15-11ef-893d-e67b749ae16a,DN TRADING,"Anuradhapura Road , Mihinthale",0772433902,nuwanrajapaksha2021@gmail.com,sampath,,0.0,0.0,1,2025-03-12 13:12:33,5.0,2025-03-15 08:16:23,
269,837f10f3-0710-11f0-893d-e67b749ae16a,Mr. Brush,"Uduwaka  road , Athnawala , Warakapola .",077 6207219,sales@mrbrush.lk,077 9119065,,0.0,0.0,1,2025-03-22 16:56:35,5.0,2025-03-22 11:30:05,
